Company,Theme,Level,Level Name,Use Case,Status,Capability to implement to others,Solution Name,Solution Description,Function in Solution,In-house / Vendor development
TMY,Quality Reform,2,Digital Quality info (Digitization),Digital Camera Capturing Function (Capture & Final judge by human),Green,Yes,TMY Digital Camera Capturing Function (Capture & Final judge by human) Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for Digital Camera Capturing Function (Capture & Final judge by human),Vendor
TMY,Quality Reform,2,Digital Quality info (Digitization),Digital Digital Autograding,Green,No,TMY Digital Digital Autograding Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for Digital Digital Autograding,Vendor
TMY,Quality Reform,2,Digital Quality info (Digitization),Genba e‑board,Green,No,TMY Genba e‑board Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for Genba e‑board,Vendor
TMY,Quality Reform,2,Digital Quality info (Digitization),IoT QA Analytics,Green,No,TMY IoT QA Analytics Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for IoT QA Analytics,Vendor
TMY,Quality Reform,2,Digital Quality info (Digitization),Digital TraI activities,Green,Yes,TMY Digital TraI activities Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for Digital TraI activities,Vendor
TMY,Quality Reform,2,Digital Quality info (Digitization),AR Guided Visual Inspection,Green,Yes,TMY AR Guided Visual Inspection Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for AR Guided Visual Inspection,Vendor
TMY,Quality Reform,2,Digital Quality info (Digitization),M/C Data Monitoring for EQ parameter,Green,No,TMY M/C Data Monitoring for EQ parameter Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for M/C Data Monitoring for EQ parameter,Vendor
TMY,Digitized Workplace,3,Digital Connectivity – Data Connected,Digital / AR Assisted Work Instructions,Green,No,TMY Digital / AR Assisted Work Instructions Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMY operations.,Automated Digitized Workplace monitoring for Digital / AR Assisted Work Instructions,Vendor
TMY,Digitized Workplace,3,Digital Connectivity – Data Connected,Shopfloor Digital Asakai,Green,No,TMY Shopfloor Digital Asakai Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMY operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Asakai,Vendor
TMY,Digitized Workplace,3,Digital Connectivity – Data Connected,Connected Workforce (Digital Shopfloor Mgmt. System),Green,No,TMY Connected Workforce (Digital Shopfloor Mgmt. System) Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMY operations.,Automated Digitized Workplace monitoring for Connected Workforce (Digital Shopfloor Mgmt. System),Vendor
TMY,Digitized Workplace,2,Digital Base – Data Collection,Digital Dashboards by Area,Yellow,No,TMY Digital Dashboards by Area Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMY operations.,Automated Digitized Workplace monitoring for Digital Dashboards by Area,Vendor
TMY,Digitized Workplace,2,Digital Base – Data Collection,Digital Entry Prod. Tracking,Yellow,No,TMY Digital Entry Prod. Tracking Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMY operations.,Automated Digitized Workplace monitoring for Digital Entry Prod. Tracking,Vendor
TMY,Digitized Workplace,2,Digital Base – Data Collection,Shopfloor Digital Workflow,Yellow,No,TMY Shopfloor Digital Workflow Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMY operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Workflow,Vendor
TMY,Digitized Workplace,2,Digital Base – Data Collection,Digital Kanban,Green,No,TMY Digital Kanban Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMY operations.,Automated Digitized Workplace monitoring for Digital Kanban,Vendor
TMY,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Inventory & Production Planning Optimization,Red,No,TMY Inventory & Production Planning Optimization Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMY operations.,Automated Agile & Optimize Supply Operation monitoring for Inventory & Production Planning Optimization,Vendor
TMY,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Customer Order‑to‑Delivery Tracking,Yellow,No,TMY Customer Order‑to‑Delivery Tracking Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMY operations.,Automated Agile & Optimize Supply Operation monitoring for Customer Order‑to‑Delivery Tracking,Vendor
TMY,Agile & Optimize Supply Operation,2,Siloed System & Tracking,MSP Data Centralized & Visualization,Green,Yes,TMY MSP Data Centralized & Visualization Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMY operations.,Automated Agile & Optimize Supply Operation monitoring for MSP Data Centralized & Visualization,Vendor
TMY,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Import/Local Parts inventory tracking & management (Smart Part visualization),Yellow,No,TMY Import/Local Parts inventory tracking & management (Smart Part visualization) Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMY operations.,Automated Agile & Optimize Supply Operation monitoring for Import/Local Parts inventory tracking & management (Smart Part visualization),Vendor
TMY,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Yellow,No,TMY Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMY operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,Vendor
TMY,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Green,Yes,TMY Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMY operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,Vendor
TMY,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Green,No,TMY Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMY operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,Digital PMRS,Red,No,IMC Digital PMRS Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for Digital PMRS,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,M/C Data Monitoring,Green,No,IMC M/C Data Monitoring Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for M/C Data Monitoring,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,PM Method Optimization,Green,No,IMC PM Method Optimization Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for PM Method Optimization,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,RCA Board,Red,No,IMC RCA Board Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for RCA Board,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,PM Kanban,Green,No,IMC PM Kanban Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for PM Kanban,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,AR Maintenance Training,Yellow,No,IMC AR Maintenance Training Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for AR Maintenance Training,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,Spare Parts Inventory Management,Yellow,No,IMC Spare Parts Inventory Management Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for Spare Parts Inventory Management,Vendor
IMC,Production EQ Maintenance,3,Condition-based MTN,Maintenance Control Center,Green,No,IMC Maintenance Control Center Platform,Provides end-to-end visibility and Condition-based MTN capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for Maintenance Control Center,Vendor
IMC,Production EQ Maintenance,2,Standardized PMRS,Assignment Board,Green,Yes,IMC Assignment Board Platform,Provides end-to-end visibility and Standardized PMRS capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for Assignment Board,Vendor
IMC,Production EQ Maintenance,2,Standardized PMRS,Standardized Skill Matrix,Yellow,Yes,IMC Standardized Skill Matrix Platform,Provides end-to-end visibility and Standardized PMRS capabilities for IMC operations.,Automated Production EQ Maintenance monitoring for Standardized Skill Matrix,Vendor
IMC,Quality Reform,3,Quality data Integration (Digitalization),QMS System with data backbone,Green,No,IMC QMS System with data backbone Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for IMC operations.,Automated Quality Reform monitoring for QMS System with data backbone,Vendor
IMC,Quality Reform,3,Quality data Integration (Digitalization),Centralized & Real‑time EQ parameter IIOT,Yellow,No,IMC Centralized & Real‑time EQ parameter IIOT Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for IMC operations.,Automated Quality Reform monitoring for Centralized & Real‑time EQ parameter IIOT,Vendor
IMC,Quality Reform,3,Quality data Integration (Digitalization),AI Camera Inspection (Auto judgement),Yellow,No,IMC AI Camera Inspection (Auto judgement) Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for IMC operations.,Automated Quality Reform monitoring for AI Camera Inspection (Auto judgement),Vendor
IMC,Quality Reform,2,Digital Quality info (Digitization),Digital Camera Capturing Function (Capture & Final judge by human),Yellow,No,IMC Digital Camera Capturing Function (Capture & Final judge by human) Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for IMC operations.,Automated Quality Reform monitoring for Digital Camera Capturing Function (Capture & Final judge by human),Vendor
IMC,Quality Reform,2,Digital Quality info (Digitization),Digital Digital Autograding,Green,Yes,IMC Digital Digital Autograding Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for IMC operations.,Automated Quality Reform monitoring for Digital Digital Autograding,Vendor
IMC,Quality Reform,2,Digital Quality info (Digitization),Genba e‑board,Green,No,IMC Genba e‑board Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for IMC operations.,Automated Quality Reform monitoring for Genba e‑board,Vendor
IMC,Quality Reform,2,Digital Quality info (Digitization),IoT QA Analytics,Green,No,IMC IoT QA Analytics Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for IMC operations.,Automated Quality Reform monitoring for IoT QA Analytics,Vendor
IMC,Quality Reform,2,Digital Quality info (Digitization),Digital TraI activities,Green,No,IMC Digital TraI activities Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for IMC operations.,Automated Quality Reform monitoring for Digital TraI activities,Vendor
IMC,Quality Reform,2,Digital Quality info (Digitization),AR Guided Visual Inspection,Green,No,IMC AR Guided Visual Inspection Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for IMC operations.,Automated Quality Reform monitoring for AR Guided Visual Inspection,Vendor
IMC,Quality Reform,2,Digital Quality info (Digitization),M/C Data Monitoring for EQ parameter,Yellow,Yes,IMC M/C Data Monitoring for EQ parameter Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for IMC operations.,Automated Quality Reform monitoring for M/C Data Monitoring for EQ parameter,Vendor
IMC,Digitized Workplace,3,Digital Connectivity – Data Connected,Digital / AR Assisted Work Instructions,Yellow,No,IMC Digital / AR Assisted Work Instructions Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for IMC operations.,Automated Digitized Workplace monitoring for Digital / AR Assisted Work Instructions,Vendor
IMC,Digitized Workplace,3,Digital Connectivity – Data Connected,Shopfloor Digital Asakai,Yellow,No,IMC Shopfloor Digital Asakai Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for IMC operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Asakai,Vendor
IMC,Digitized Workplace,3,Digital Connectivity – Data Connected,Connected Workforce (Digital Shopfloor Mgmt. System),Green,No,IMC Connected Workforce (Digital Shopfloor Mgmt. System) Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for IMC operations.,Automated Digitized Workplace monitoring for Connected Workforce (Digital Shopfloor Mgmt. System),Vendor
IMC,Digitized Workplace,2,Digital Base – Data Collection,Digital Dashboards by Area,Green,Yes,IMC Digital Dashboards by Area Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for IMC operations.,Automated Digitized Workplace monitoring for Digital Dashboards by Area,Vendor
IMC,Digitized Workplace,2,Digital Base – Data Collection,Digital Entry Prod. Tracking,Green,Yes,IMC Digital Entry Prod. Tracking Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for IMC operations.,Automated Digitized Workplace monitoring for Digital Entry Prod. Tracking,Vendor
IMC,Digitized Workplace,2,Digital Base – Data Collection,Shopfloor Digital Workflow,Yellow,Yes,IMC Shopfloor Digital Workflow Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for IMC operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Workflow,Vendor
IMC,Digitized Workplace,2,Digital Base – Data Collection,Digital Kanban,Green,Yes,IMC Digital Kanban Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for IMC operations.,Automated Digitized Workplace monitoring for Digital Kanban,Vendor
IMC,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Inventory & Production Planning Optimization,Yellow,No,IMC Inventory & Production Planning Optimization Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for IMC operations.,Automated Agile & Optimize Supply Operation monitoring for Inventory & Production Planning Optimization,Vendor
IMC,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Customer Order‑to‑Delivery Tracking,Green,No,IMC Customer Order‑to‑Delivery Tracking Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for IMC operations.,Automated Agile & Optimize Supply Operation monitoring for Customer Order‑to‑Delivery Tracking,Vendor
IMC,Agile & Optimize Supply Operation,2,Siloed System & Tracking,MSP Data Centralized & Visualization,Green,No,IMC MSP Data Centralized & Visualization Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for IMC operations.,Automated Agile & Optimize Supply Operation monitoring for MSP Data Centralized & Visualization,Vendor
IMC,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Import/Local Parts inventory tracking & management (Smart Part visualization),Green,No,IMC Import/Local Parts inventory tracking & management (Smart Part visualization) Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for IMC operations.,Automated Agile & Optimize Supply Operation monitoring for Import/Local Parts inventory tracking & management (Smart Part visualization),Vendor
IMC,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Green,Yes,IMC Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for IMC operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,Vendor
IMC,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Green,Yes,IMC Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for IMC operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,Vendor
IMC,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Green,No,IMC Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for IMC operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,Vendor
